182.6	  773.993808	2025	0.15	39.4	0.00394
220	      744.047619	2026	0.145	12.6	0.00126
260	      711.7437722	2117	0.137	6.52	0.000652
300	      677.9661017	2252	0.126	3.85	0.000385
340	      643.0868167	2412	0.116	2.66	0.000266
380	      605.6935191	2600	0.107	1.86	0.000186
420	      563.3802817	2810	0.099	1.35	0.000135
460	      511.7707267	3050	0.091	0.97	0.000097
500	      447.4272931	3380	0.08	0.67	0.000067
540.1	  232.5581395	0	    0	    0	    0
