280	 1615.508885	  835	    0.1043	0.001042	0.001042
300	 1579.778831	  853	    0.0998	0.000774	0.000774
320	 1540.832049	  874	    0.0952	0.000603	0.000603
340	 1501.501502	  897	    0.0907	0.000486	0.000486
360	 1461.988304	  924	    0.0861	0.000402	0.000402
380	 1420.454545	  954	    0.0816	0.000338	0.000338
400	 1375.515818	  987	    0.0771	0.000287	0.000287
420	 1328.021248	  1034	    0.0726	0.000246	0.000246
440	 1282.051282	  1094	    0.0682	0.000211	0.000211
460	 1248.439451	  1207	    0.0638	0.00018	    0.00018
480	 1168.224299	  1278	    0.0594	0.000156	0.000156
500	 116.5501166	  1375	    0.0549	0.000133	0.000133
520	 1013.171226	  1520	    0	    0	        0
540	 892.0606601	  0	        0	    0	        0
