220	 1166.316772	  1761	0.178	0	    0
230	 1129.177958	  1879	0.164	1.64	0.000164
240	 1089.561996	  1933	0.156	1.45	0.000145
250	 1046.682018	  1992	0.14	1.28	0.000128
260	 1000	          2125	0.128	1.14	0.000114
270	 946.969697	      2410	0.116	1.02	0.000102
280	 884.9557522	  2887	0.102	0.91	0.000091
290	 805.8017728	  3724	0.088	0.79	0.000079
300	 680.2721088	  0	    0.074	0.6	    0.00006
