270	8.87E+02	1640	0.141	8.02	0.000802
300	8.61E+02	1710	0.133	5.41	0.000541
330	8.33E+02	1810	0.126	3.93	0.000393
360	8.03E+02	1920	0.119	3.01	0.000301
390	7.73E+02	2050	0.112	2.37	0.000237
420	7.41E+02	2170	0.105	1.89	0.000189
460	6.93E+02	2310	0.096	0	0
500	6.38E+02	2450	0.086	0	0
540	5.68E+02	2650	0.078	0	0
580	4.52E+02	0	0	0	0
