90	7.28E+02	1920	0	0	0
120	698.3240223	1950	0	0	0
150	668.002672	2000	0.191	6.61	0.000661
180	636.9426752	2070	0.166	3.97	0.000397
210	604.5949214	2160	0.143	2.65	0.000265
240	570.1254276	2290	0.123	1.86	0.000186
270	532.4813632	2480	0.106	1.4	0.00014
300	489.2367906	2760	0.091	1.1	0.00011
330	434.5936549	3280	0.078	0.72	0.000072
360	345.3038674	5980	0.066	0.4	0.00004
